epoch,sac/log_pi,sac/policy_loss,sac/qf1_loss,sac/qf2_loss,sac/alpha_loss,sac/alpha,sac/average_qf1,sac/average_qf2,sac/average_target_q,sac/total_steps,sac/cql/cql_std_q1,sac/cql/cql_std_q2,sac/cql/cql_q1_rand,sac/cql/cql_q2_rand,sac/cql/cql_min_qf1_loss,sac/cql/cql_min_qf2_loss,sac/cql/cql_qf1_diff,sac/cql/cql_qf2_diff,sac/cql/cql_q1_current_actions,sac/cql/cql_q2_current_actions,sac/cql/cql_q1_next_actions,sac/cql/cql_q2_next_actions,sac/cql/alpha_prime_loss,sac/cql/alpha_prime,average_return,average_traj_length,train_time,eval_time,epoch_time
0,3.955806255340576,13.94852352142334,6.591745853424072,8.054800987243652,-1.128455638885498,1.3301151990890503,-4.202583312988281,-5.323879241943359,-4.55275821685791,1000,12.247438430786133,11.327651977539062,-31.072452545166016,-30.388797760009766,-15.386087417602539,-15.722335815429688,-3.0772175788879395,-3.1444671154022217,-7.5852227210998535,-8.882506370544434,-7.522769451141357,-8.848481178283691,0.0,0.0,86.66365,200.0,96.5844874382019,9.951266765594482,106.53575420379639
1,2.6817755699157715,50.63273620605469,23.269617080688477,34.71125030517578,-1.5579962730407715,1.7877485752105713,-31.86458969116211,-29.577224731445312,-32.50861740112305,2000,18.469345092773438,19.07032585144043,-78.22928619384766,-79.39098358154297,-45.92218780517578,-58.10932159423828,-9.18443775177002,-11.621864318847656,-44.4520149230957,-45.233219146728516,-44.35142517089844,-45.126285552978516,0.0,0.0,56.998528,200.0,93.16449761390686,10.593065977096558,103.75756359100342
2,2.780435562133789,134.05426025390625,40.70132064819336,42.98776626586914,-2.3648481369018555,2.340890645980835,-106.9852294921875,-106.34481811523438,-105.97417449951172,3000,34.13678741455078,33.77094268798828,-186.37460327148438,-187.30003356933594,-71.71321105957031,-84.91526794433594,-14.342642784118652,-16.98305320739746,-124.24675750732422,-126.82807922363281,-124.72871398925781,-127.38167572021484,0.0,0.0,65.90637,200.0,95.4146568775177,10.095027208328247,105.50968408584595
3,2.9478297233581543,219.7710723876953,157.52459716796875,177.35316467285156,-3.364819049835205,3.1313252449035645,-191.44593811035156,-191.73526000976562,-196.76052856445312,4000,52.71064376831055,51.69512939453125,-305.2359924316406,-304.7374572753906,-56.75739288330078,-61.097774505615234,-11.351478576660156,-12.219554901123047,-206.94229125976562,-209.107666015625,-207.43870544433594,-209.3953857421875,0.0,0.0,56.658333,200.0,92.6056456565857,10.131773948669434,102.73741960525513
4,2.840965747833252,307.0936584472656,731.82177734375,857.9938354492188,-4.067842483520508,4.186445713043213,-293.9375,-292.9815979003906,-290.6213073730469,5000,71.81582641601562,68.4747085571289,-429.4173889160156,-412.2421875,21.307659149169922,86.21955108642578,4.261531829833984,17.24390983581543,-293.44586181640625,-283.03887939453125,-293.87255859375,-283.3255310058594,0.0,0.0,51.111423,200.0,92.17782044410706,10.296138525009155,102.47395896911621
5,2.604921579360962,363.8868408203125,161.18719482421875,182.391357421875,-4.474006175994873,5.570698261260986,-330.28619384765625,-331.75634765625,-334.8052978515625,6000,92.93182373046875,80.75689697265625,-518.1148681640625,-484.8117370605469,-44.816917419433594,28.855201721191406,-8.963383674621582,5.771040439605713,-346.75634765625,-337.0426940917969,-347.9694519042969,-338.2052917480469,0.0,0.0,44.97677,200.0,91.60078239440918,10.533706426620483,102.13448882102966
6,2.4305505752563477,487.2728271484375,280.07293701171875,243.19271850585938,-4.86289119720459,7.394499778747559,-445.5183410644531,-435.26171875,-442.7628173828125,7000,96.49577331542969,82.22412109375,-644.2919311523438,-593.6341552734375,-60.431617736816406,20.456209182739258,-12.086323738098145,4.091241836547852,-469.1239318847656,-444.4615783691406,-470.5077209472656,-445.3253479003906,0.0,0.0,30.002563,200.0,92.01677060127258,10.677871465682983,102.69464206695557
7,2.8063549995422363,562.3856201171875,272.0498352050781,332.66448974609375,-6.4236345291137695,9.86467456817627,-514.441650390625,-518.61865234375,-525.3199462890625,8000,127.90089416503906,106.28758239746094,-766.3927612304688,-718.9517822265625,-8.532780647277832,64.1202392578125,-1.7065562009811401,12.824047088623047,-528.8394775390625,-523.9196166992188,-530.9368286132812,-525.5150756835938,0.0,0.0,41.51696,200.0,91.87066888809204,11.070858240127563,102.9415271282196
8,2.846017837524414,702.0841064453125,653.5440673828125,624.2657470703125,-7.327367305755615,13.126112937927246,-642.551513671875,-635.8723754882812,-653.6444091796875,9000,143.19253540039062,128.25518798828125,-930.3875122070312,-874.1586303710938,-34.719879150390625,119.65904235839844,-6.943975448608398,23.931808471679688,-662.6874389648438,-637.3557739257812,-666.1107788085938,-638.9608154296875,0.0,0.0,64.18301,200.0,91.68944573402405,11.274207353591919,102.96365308761597
9,1.3349206447601318,841.028564453125,825.4403686523438,857.8609619140625,-3.802870750427246,17.266386032104492,-776.9619140625,-773.7042236328125,-778.61962890625,10000,128.11801147460938,106.82298278808594,-1039.1826171875,-982.0267944335938,-23.0178165435791,29.467735290527344,-4.60356330871582,5.893547058105469,-805.8163452148438,-790.7252807617188,-808.2141723632812,-793.1328125,0.0,0.0,51.50315,200.0,90.53830337524414,11.518137454986572,102.05644083023071
10,1.034532070159912,998.9071044921875,1435.4617919921875,1430.550537109375,-3.1718649864196777,21.455692291259766,-940.35009765625,-936.199951171875,-936.8924560546875,11000,136.05523681640625,113.87690734863281,-1210.2987060546875,-1161.670654296875,50.80204391479492,62.85362243652344,10.160408973693848,12.570724487304688,-965.84765625,-958.0300903320312,-970.1812744140625,-961.2958374023438,0.0,0.0,56.302105,200.0,91.4403669834137,11.572815895080566,103.01318287849426
11,0.9793148040771484,1042.18798828125,3192.56396484375,3182.798828125,-3.208735466003418,26.483211517333984,-979.2296142578125,-979.3831787109375,-988.8760986328125,12000,145.59024047851562,126.26904296875,-1261.0947265625,-1225.9256591796875,103.5038070678711,84.89987182617188,20.700761795043945,16.9799747467041,-1004.4216918945312,-1003.3785400390625,-1013.1882934570312,-1010.9967041015625,0.0,0.0,44.386116,200.0,91.19019508361816,11.712560653686523,102.90275573730469
